age,annual_income,existing_debt,credit_history_years,num_late_payments,loan_amount,employment_years,num_credit_lines,debt_to_income_ratio,creditworthy
35,40223.94,7296.17,21,0,8017.16,14,4,0.181,1
26,72798.33,2698.62,23,0,3296.2,8,11,0.037,1
50,18333.18,16925.6,24,1,9443.39,25,3,0.923,0
58,54438.32,26447.6,18,0,17908.8,2,9,0.486,0
22,61704.77,5595.4,1,1,21237.41,4,10,0.091,1
35,36050.16,15346.25,21,1,16744.44,19,12,0.426,0
31,42476.2,28700.44,19,1,1000.0,19,2,0.676,0
28,55307.58,0.0,0,1,38895.04,4,7,0.0,1
46,74101.93,17353.18,7,2,33037.76,9,11,0.234,1
64,34342.62,9598.97,24,2,25349.12,15,14,0.28,1
25,37831.0,16241.57,13,0,42889.89,24,3,0.429,1
26,77511.76,22097.84,8,1,8271.63,24,10,0.285,1
46,49540.49,17208.09,1,0,42651.5,29,8,0.347,1
24,39449.22,4897.78,24,1,8417.43,13,4,0.124,1
39,69573.7,9987.54,22,0,22864.86,21,14,0.144,1
40,45236.06,29265.93,4,2,4713.95,27,4,0.647,0
53,75548.43,18289.33,22,2,20176.33,29,9,0.242,1
40,41725.59,23403.19,28,1,24634.0,18,11,0.561,0
32,51808.11,17502.95,24,3,18143.72,19,3,0.338,1
21,73899.43,23091.16,7,2,28566.53,34,7,0.312,1
46,50474.78,11038.54,15,2,21188.17,21,1,0.219,1
34,70121.07,7324.88,21,2,13731.02,14,7,0.104,1
58,53689.05,22636.98,15,1,13198.24,10,10,0.422,1
57,94633.84,26273.74,12,2,29730.97,33,11,0.278,1
31,86375.57,5857.19,19,1,12155.1,23,2,0.068,1
56,28438.07,9240.55,28,1,30984.84,5,12,0.325,1
33,65444.87,13367.74,14,1,34672.54,16,14,0.204,1
63,38671.92,31198.25,0,0,1000.0,27,14,0.807,0
23,58830.14,20631.35,21,0,33595.12,30,6,0.351,1
53,56367.41,1759.13,2,0,44725.07,8,13,0.031,1
26,33892.26,14070.17,5,2,23024.05,9,9,0.415,0
30,76169.69,12541.21,21,3,27189.01,20,6,0.165,1
25,59066.06,3267.3,13,1,32444.06,33,3,0.055,1
43,49306.34,13952.08,3,2,16694.21,30,1,0.283,0
30,46237.8,12099.63,17,1,22187.36,28,12,0.262,1
64,57795.54,11383.67,14,2,4229.61,10,12,0.197,1
22,63158.5,10926.19,8,1,21663.62,32,4,0.173,1
33,52500.48,29713.94,17,3,25977.34,0,4,0.566,0
60,15000.0,11362.97,2,0,26193.96,20,13,0.758,0
22,55337.81,15496.71,9,0,32785.1,22,8,0.28,1
40,26170.36,14412.35,16,0,10702.37,8,10,0.551,0
21,50810.95,9949.83,6,1,13608.72,0,10,0.196,1
57,26908.71,15795.05,14,2,42746.09,20,14,0.587,0
29,26670.05,15653.51,0,0,18196.06,21,13,0.587,1
37,79702.44,15797.57,26,0,22400.41,3,7,0.198,1
29,48598.16,6407.67,24,1,19195.88,0,10,0.132,1
31,47066.76,12938.75,26,0,10139.83,9,7,0.275,1
35,64650.48,22603.22,10,2,39482.35,14,7,0.35,0
44,47588.19,13201.83,16,1,13667.58,28,12,0.277,1
58,97076.12,16617.82,4,2,6472.57,4,2,0.171,1
55,49539.6,16670.37,6,1,14591.12,28,9,0.337,1
50,62302.51,19173.95,18,0,1000.0,26,6,0.308,1
51,74418.83,20586.51,24,1,12184.55,24,2,0.277,1
25,87045.06,13258.49,23,1,8382.46,15,1,0.152,1
64,40159.88,5886.65,28,1,27409.14,15,11,0.147,1
34,46640.73,2812.85,14,1,11919.03,24,1,0.06,1
31,80491.84,25176.86,2,0,30653.65,0,1,0.313,0
29,71201.25,22702.5,14,3,36781.81,4,4,0.319,0
54,76503.52,21493.65,4,0,29374.1,19,4,0.281,1
32,27625.91,23112.04,22,2,17415.34,4,14,0.837,0
55,85960.0,13384.44,11,1,21693.37,28,12,0.156,1
55,39771.85,8751.24,29,5,1700.18,33,9,0.22,1
21,58845.86,5195.93,19,1,18394.65,17,13,0.088,1
60,52035.54,4106.5,4,1,9674.74,1,12,0.079,1
42,37430.34,27121.59,2,1,28331.92,15,12,0.725,0
49,26749.28,10068.55,8,2,50873.03,28,1,0.376,0
28,20123.04,25548.59,25,1,25997.86,32,3,1.27,0
31,57380.37,13131.14,8,1,1000.0,15,3,0.229,1
61,24493.62,8237.59,6,1,15665.24,34,8,0.336,1
57,32323.69,4056.35,25,0,21469.89,16,2,0.125,1
34,50639.28,9118.46,1,1,21048.29,3,6,0.18,0
50,15000.0,29182.39,22,1,11230.24,3,11,1.945,0
55,70579.59,4157.9,22,1,22943.5,24,4,0.059,1
41,15000.0,36167.47,26,1,5089.99,32,13,2.411,0
57,53452.55,6593.93,20,1,8661.1,13,10,0.123,1
25,55300.38,22499.5,15,2,27749.57,23,6,0.407,1
39,65761.23,13547.49,8,0,7812.04,10,13,0.206,1
34,54166.38,11794.4,12,0,26458.54,24,5,0.218,1
46,95358.16,2285.79,27,0,3566.43,27,12,0.024,1
24,59326.34,14016.07,26,0,41177.91,6,9,0.236,1
45,76072.25,3417.14,18,0,10708.76,9,9,0.045,1
62,40530.74,0.0,19,1,17316.0,30,1,0.0,1
45,57415.14,16195.99,16,1,23967.36,18,3,0.282,1
38,85951.4,8645.77,5,2,13215.8,17,1,0.101,1
60,50246.1,31843.49,3,0,21720.87,5,6,0.634,0
28,58844.7,25000.22,0,0,26904.28,27,12,0.425,0
59,74617.07,31974.32,17,0,31527.36,6,3,0.429,1
60,40155.41,8191.17,18,1,29497.97,11,14,0.204,1
34,15000.0,16361.38,8,0,17938.27,33,1,1.091,0
52,60111.47,0.0,12,0,18240.42,24,6,0.0,1
58,74773.38,12181.98,7,2,48189.3,16,5,0.163,1
53,27971.08,15984.98,22,1,31398.67,32,12,0.571,0
43,68404.4,16540.48,12,0,8938.12,22,12,0.242,1
35,68539.33,14576.32,14,1,21199.86,8,8,0.213,1
53,15000.0,15665.93,10,1,15978.28,5,14,1.044,0
45,36274.23,0.0,11,1,18375.99,1,2,0.0,1
37,47083.42,17562.22,13,1,5246.06,8,8,0.373,0
53,51407.52,19834.4,3,1,15056.92,2,12,0.386,0
22,40137.31,28380.25,0,1,41738.67,15,5,0.707,0
34,39059.94,18687.38,23,0,26948.92,24,8,0.478,1
60,88429.66,13692.63,3,0,1000.0,23,12,0.155,1
60,52848.82,26049.42,18,3,34600.68,28,10,0.493,0
59,41099.13,0.0,8,2,33075.55,25,4,0.0,1
26,54176.61,9850.51,9,1,15688.58,34,4,0.182,1
26,65741.82,7341.9,3,3,28607.16,22,10,0.112,0
23,56032.53,14654.78,19,0,9687.21,3,4,0.262,1
27,50885.45,0.0,29,2,14356.93,13,14,0.0,1
28,41999.67,28196.36,8,0,37982.56,6,11,0.671,0
62,41757.38,12501.9,12,0,16739.24,7,6,0.299,0
35,43043.83,18187.97,11,1,1000.0,18,4,0.423,1
49,61776.29,17230.91,10,1,19240.36,1,9,0.279,0
53,35116.4,27624.9,11,1,19056.94,0,9,0.787,0
50,62865.38,0.0,29,0,34380.42,12,3,0.0,1
59,83259.9,16123.21,17,1,20172.04,23,7,0.194,1
47,61514.15,26461.78,29,0,14941.01,31,12,0.43,1
56,47608.29,14020.14,11,0,32540.67,29,5,0.294,1
49,29037.46,5487.31,15,0,21449.48,5,12,0.189,1
58,86562.14,8961.1,4,2,10999.73,32,9,0.104,1
53,31599.65,11070.58,19,2,33859.97,22,2,0.35,0
57,71971.24,7789.5,24,2,22323.94,9,3,0.108,1
47,67770.36,13471.89,11,0,20035.11,14,10,0.199,1
53,50264.63,30082.47,20,0,22134.9,22,5,0.598,0
24,49740.42,9026.35,24,0,7151.98,0,12,0.181,1
42,18285.77,10123.26,10,2,13668.15,7,5,0.554,0
22,61601.3,19597.81,8,3,20042.99,2,10,0.318,0
30,67398.53,13251.8,29,1,17664.04,13,12,0.197,1
25,33218.4,1708.15,17,0,35269.14,16,14,0.051,1
30,51883.57,14388.12,29,0,22608.87,33,14,0.277,1
53,55757.24,14011.09,24,2,30258.85,5,7,0.251,0
58,66691.45,24756.78,2,2,20112.74,4,13,0.371,0
33,55076.06,5278.48,19,0,32675.46,28,14,0.096,1
51,22473.61,24823.19,16,2,24770.33,34,8,1.105,0
56,44401.24,14021.69,13,2,20161.05,17,8,0.316,0
44,59492.52,3920.58,0,0,19840.6,29,14,0.066,1
35,71830.57,1912.22,16,0,8546.74,14,1,0.027,1
49,42647.27,34343.89,24,1,26082.99,14,14,0.805,0
28,98753.0,13400.84,26,2,19517.54,15,1,0.136,1
25,17110.54,24365.04,7,3,13976.1,32,3,1.424,0
49,43726.0,0.0,4,3,33277.54,9,1,0.0,1
24,53339.33,41376.95,4,1,4997.41,18,1,0.776,0
32,50985.02,23932.45,8,0,14930.05,2,10,0.469,0
22,30357.15,12445.6,2,2,32332.62,3,8,0.41,0
47,63957.23,11938.34,18,2,23786.28,10,1,0.187,0
51,62421.88,22345.98,22,1,19425.69,32,9,0.358,1
56,55959.23,21771.82,8,1,23012.04,27,2,0.389,1
56,61636.88,16825.29,21,3,22152.97,31,9,0.273,1
46,46524.47,15108.79,29,0,1800.05,15,14,0.325,1
63,22652.74,20610.67,17,1,15808.86,8,7,0.91,0
47,40667.2,0.0,15,0,39398.26,10,9,0.0,1
25,58141.09,11287.25,0,1,12088.11,5,3,0.194,0
40,58254.89,0.0,1,0,16180.39,26,1,0.0,1
31,55827.58,21045.92,13,1,13500.55,11,1,0.377,0
30,65974.17,8241.86,13,2,18955.82,21,11,0.125,1
60,43377.08,0.0,0,2,13002.53,20,10,0.0,1
58,55533.62,7062.13,25,0,25840.9,32,6,0.127,1
26,66441.86,16493.56,25,2,22367.76,16,7,0.248,1
28,53302.2,12947.72,24,3,29282.57,28,9,0.243,1
43,30133.52,3268.43,15,0,7388.71,9,6,0.108,1
46,35770.23,0.0,14,1,15915.91,17,5,0.0,1
63,71617.05,15739.33,25,4,17291.33,12,14,0.22,1
32,82849.44,9192.32,14,1,25467.76,26,2,0.111,1
46,78505.66,12419.19,11,3,10481.35,9,2,0.158,1
33,59643.12,13403.15,15,2,30987.85,31,8,0.225,1
60,30937.35,19300.66,13,2,34236.99,2,1,0.624,0
38,54872.97,23469.47,28,2,8133.53,21,8,0.428,0
45,86245.1,16465.09,23,1,14109.53,26,11,0.191,1
53,67369.77,11795.37,14,0,13616.82,2,10,0.175,1
60,50850.45,15247.64,22,1,51588.63,32,11,0.3,1
63,67572.5,11607.63,14,4,14841.2,1,7,0.172,1
32,29612.1,0.0,18,1,40131.51,10,7,0.0,1
64,41086.57,25919.46,7,2,4800.42,9,5,0.631,0
56,33316.17,24034.39,1,1,8124.19,32,3,0.721,0
24,64391.44,34883.34,1,2,11760.75,6,7,0.542,0
25,69282.07,37804.99,26,2,9851.73,14,7,0.546,0
57,51923.48,3239.8,9,0,16785.22,25,7,0.062,1
28,37541.41,11646.0,2,1,11494.66,10,12,0.31,1
62,54605.02,40115.4,22,0,10167.9,26,11,0.735,0
48,45268.4,14594.49,16,4,33901.66,6,2,0.322,0
51,39076.59,17442.11,7,0,34685.52,0,3,0.446,0
29,61779.87,0.0,27,1,31391.56,9,3,0.0,1
49,39840.16,16502.89,22,1,26287.99,20,4,0.414,1
34,23673.01,34319.4,3,0,21112.92,14,12,1.45,0
60,28117.71,27866.26,13,1,14035.63,29,9,0.991,0
61,22934.79,8900.15,20,0,8562.11,29,10,0.388,1
42,59950.24,11036.84,9,1,24355.95,7,1,0.184,1
31,58008.11,3691.0,28,0,5916.44,23,12,0.064,1
43,57010.4,6488.37,0,1,8072.95,18,7,0.114,1
21,66754.63,0.0,3,1,33834.96,2,7,0.0,1
57,78839.18,14151.8,0,1,42807.79,14,11,0.18,1
41,43154.67,30101.11,16,1,24719.54,5,4,0.698,0
46,63129.55,18554.32,25,3,33277.49,17,13,0.294,1
56,23407.69,28662.39,16,0,17049.82,18,11,1.224,0
43,82574.19,25732.49,6,1,3947.91,29,1,0.312,1
21,30103.38,9531.92,22,3,27346.06,12,3,0.317,0
60,40798.38,7404.93,19,3,26831.47,11,5,0.182,1
35,43045.81,7788.15,14,0,20860.02,33,12,0.181,1
41,24474.58,0.0,12,1,17091.49,11,2,0.0,1
29,55651.51,15323.3,27,2,31546.53,23,7,0.275,1
29,59278.08,0.0,1,1,8171.2,3,14,0.0,1
30,51211.73,20914.16,27,0,10714.63,13,10,0.408,1
46,24195.05,15718.81,18,0,7902.72,16,10,0.65,0
61,94667.72,19714.4,23,1,21019.68,2,7,0.208,1
55,65984.62,25570.16,12,0,6945.28,22,12,0.388,1
45,107684.44,16987.95,23,1,11789.09,12,10,0.158,1
46,38897.82,31315.72,10,1,11530.93,8,5,0.805,0
31,74157.64,21219.46,26,0,16872.7,20,12,0.286,1
58,70585.48,7428.73,21,0,2151.51,7,10,0.105,1
22,49188.5,12622.89,14,1,21046.46,16,6,0.257,1
27,83221.02,0.0,9,3,34967.64,15,1,0.0,1
38,46891.8,5978.1,8,0,21625.9,15,4,0.127,1
47,47782.17,11190.04,26,4,38495.85,27,4,0.234,0
54,15000.0,20462.74,27,0,36007.98,15,11,1.364,0
47,63180.56,7496.39,8,0,29332.82,13,8,0.119,1
37,28489.8,2537.36,19,0,20896.23,19,2,0.089,1
63,43985.58,0.0,27,1,20270.0,33,1,0.0,1
64,34475.61,9035.82,0,2,29165.6,28,7,0.262,0
44,47675.37,34508.52,16,2,15299.95,2,6,0.724,0
45,63877.6,17711.07,11,0,1000.0,9,5,0.277,1
27,55222.83,24395.79,9,1,25904.05,19,12,0.442,0
26,69192.83,5999.46,4,0,6427.18,1,13,0.087,1
44,80312.59,0.0,29,1,8454.31,26,13,0.0,1
53,47624.08,2789.23,28,1,20002.69,31,13,0.059,1
49,45428.66,14028.69,17,2,18858.5,9,8,0.309,1
63,74154.55,0.0,14,0,3055.09,16,11,0.0,1
42,75740.95,4934.1,5,0,21985.9,32,13,0.065,1
46,69811.82,9136.39,6,1,31593.68,5,2,0.131,1
48,35956.42,1790.75,16,2,6459.9,17,2,0.05,1
41,63453.1,0.0,5,2,35269.8,8,9,0.0,1
27,57189.41,17896.54,7,1,1277.95,7,1,0.313,1
37,76050.58,15458.71,11,2,45407.89,24,6,0.203,0
40,43542.56,22790.3,20,1,15064.87,30,13,0.523,1
61,21667.79,3895.74,13,0,21747.4,3,13,0.18,1
40,68804.74,22599.23,11,2,1000.0,19,3,0.328,0
42,15000.0,30293.04,22,1,19254.37,27,13,2.02,0
48,40369.73,17622.15,9,3,22741.79,0,5,0.437,0
60,34536.09,8900.64,21,1,18966.05,22,8,0.258,1
27,34401.31,16450.81,19,1,13243.03,12,7,0.478,0
21,40019.37,8422.13,14,2,8641.23,15,13,0.21,1
52,79347.47,6757.16,6,0,33566.32,25,12,0.085,1
33,71411.11,21832.6,25,0,20369.69,30,4,0.306,1
50,49965.39,13609.5,8,2,38489.03,0,8,0.272,0
43,77672.47,27050.96,9,2,13682.21,16,11,0.348,0
39,33754.06,10575.77,9,3,14782.46,15,11,0.313,0
52,31034.33,11588.25,15,0,29787.13,9,10,0.373,1
50,72271.93,9334.89,28,1,1000.0,30,11,0.129,1
49,66592.86,3798.17,6,0,5438.44,9,14,0.057,1
49,45794.73,23144.25,27,1,33169.82,33,2,0.505,0
50,32290.78,36857.12,29,1,5936.79,5,7,1.141,0
36,84194.64,11177.73,4,4,1000.0,27,5,0.133,1
60,20597.95,8195.04,22,2,42422.33,27,11,0.398,1
39,43031.48,7546.77,2,0,3274.19,12,6,0.175,1
38,59571.53,8202.67,17,0,22209.43,11,3,0.138,1
21,91043.3,31497.84,10,0,20829.02,1,11,0.346,1
34,62662.0,7815.19,14,0,1000.0,7,10,0.125,1
22,64606.09,9147.33,20,0,16792.2,8,7,0.142,1
48,43612.33,2596.46,19,0,25380.96,7,7,0.06,1
50,66369.6,17936.49,4,0,24251.71,2,2,0.27,1
58,57106.19,14327.7,23,1,30842.25,8,1,0.251,1
24,23230.71,3628.21,11,1,15350.1,12,10,0.156,1
21,70858.7,6071.7,3,4,28550.05,8,2,0.086,1
28,74407.87,30329.33,14,4,11728.05,30,12,0.408,0
49,71067.3,15327.08,8,1,3074.39,24,8,0.216,1
59,55666.56,16016.85,6,1,4427.26,7,11,0.288,1
23,35876.46,16056.54,9,1,2454.67,30,10,0.448,0
52,15000.0,28946.25,28,0,32115.03,30,3,1.93,0
30,58141.07,4547.86,27,2,1825.12,16,11,0.078,1
30,76638.84,11036.04,22,0,23288.47,18,4,0.144,1
39,74910.65,13310.35,12,0,16808.91,2,8,0.178,1
54,71321.46,0.0,28,3,18768.22,29,3,0.0,1
53,53515.78,5838.58,7,2,36363.29,9,6,0.109,1
43,76749.28,25466.75,11,1,14738.87,28,2,0.332,1
48,73483.24,22602.13,21,2,27339.22,17,3,0.308,1
52,46547.33,24370.67,23,0,20450.76,11,1,0.524,0
27,68531.96,9109.1,18,0,18175.77,22,9,0.133,1
49,44280.82,10343.05,25,1,47599.63,10,4,0.234,1
28,65800.48,0.0,25,0,2703.9,8,6,0.0,1
21,29017.67,24319.35,29,3,35469.58,23,7,0.838,0
23,30555.76,25966.52,0,4,27876.88,24,2,0.85,0
44,76164.14,25839.21,15,1,14245.7,24,8,0.339,1
43,73751.2,31040.91,21,0,39551.82,8,12,0.421,1
28,67672.23,19221.09,16,1,1000.0,11,9,0.284,1
57,56759.38,30568.82,24,3,13738.8,10,14,0.539,0
23,15000.0,12995.25,29,1,5498.21,27,10,0.866,0
53,53502.48,0.0,17,2,24945.0,7,11,0.0,1
48,64083.66,23607.25,10,1,6643.23,9,2,0.368,1
28,44305.34,0.0,17,0,25196.77,24,5,0.0,1
54,40750.12,16702.02,6,0,17762.76,8,2,0.41,0
55,83888.41,24553.24,17,2,14247.75,7,11,0.293,1
52,53794.22,18242.59,25,1,24663.77,2,5,0.339,0
44,64095.9,37782.43,7,1,16776.54,17,7,0.589,0
34,70482.63,0.0,5,0,6936.38,34,6,0.0,1
52,34971.26,14171.39,29,3,53616.48,16,4,0.405,0
63,58864.15,15174.55,6,1,14153.99,27,14,0.258,1
36,81392.89,1558.97,22,0,1000.0,14,2,0.019,1
24,91384.46,3462.67,21,1,9894.82,18,7,0.038,1
57,55798.73,6548.71,9,0,4792.68,21,12,0.117,1
41,50241.13,4003.53,10,0,29913.75,5,10,0.08,1
34,60380.48,13920.05,24,0,23859.83,6,9,0.231,1
51,59872.74,8970.35,12,2,24784.55,8,1,0.15,1
38,82735.16,18179.08,8,0,15559.73,19,3,0.22,1
27,35072.17,21494.3,6,0,16647.8,10,7,0.613,0
30,49402.54,20817.79,8,1,15548.83,1,14,0.421,0
27,32657.17,10898.74,12,1,19025.68,21,9,0.334,1
53,34758.1,17844.76,25,0,30024.0,4,13,0.513,0
43,62531.48,25351.29,2,2,24032.9,6,5,0.405,0
41,71197.16,19455.65,2,3,26001.35,5,7,0.273,0
39,42012.17,33589.78,0,2,25994.71,21,10,0.8,0
39,70441.9,24821.79,20,1,30613.31,9,7,0.352,0
56,77231.57,32184.07,19,0,23457.8,19,4,0.417,1
49,93694.12,0.0,1,0,24306.18,27,5,0.0,1
38,56394.94,15966.76,24,0,34265.67,22,2,0.283,1
22,42204.71,11760.67,2,2,12019.45,34,8,0.279,0
21,34950.56,13750.2,14,0,9731.09,0,12,0.393,1
25,32964.14,6950.41,23,2,5768.94,28,1,0.211,1
40,79995.61,18961.99,5,3,22194.97,8,2,0.237,0
31,24698.09,0.0,29,2,1000.0,8,12,0.0,1
62,79354.97,19034.37,12,0,25545.85,21,3,0.24,1
22,37631.18,7282.89,20,0,18689.68,1,7,0.194,1
23,41295.88,9996.14,0,0,33615.68,15,6,0.242,1
43,51968.89,19385.02,19,2,11936.99,5,14,0.373,1
32,40926.91,15787.78,18,0,17560.18,12,7,0.386,1
40,73639.6,25539.21,0,3,33466.44,32,11,0.347,0
25,91266.88,5304.96,27,1,36597.63,18,5,0.058,1
57,41851.36,14192.94,20,1,11838.17,14,14,0.339,1
58,46355.24,23887.73,21,1,22181.37,32,4,0.515,1
50,51733.58,18612.0,1,1,23533.03,9,7,0.36,0
29,65821.14,19255.94,14,1,24483.84,0,3,0.293,1
54,51930.31,26080.43,13,1,16849.09,11,13,0.502,0
64,82745.15,10937.58,18,0,35376.6,28,10,0.132,1
55,77932.48,8831.69,10,0,1000.0,16,7,0.113,1
42,31290.75,20759.04,29,2,14946.44,3,2,0.663,0
64,65419.36,13505.69,14,2,25375.17,28,12,0.206,1
44,85406.78,26222.04,5,1,25486.7,6,12,0.307,0
37,45104.38,18697.73,19,2,36233.11,12,8,0.415,0
30,49114.7,8766.49,8,1,34378.7,4,12,0.178,0
50,44439.26,18383.84,4,0,16573.5,5,6,0.414,0
43,44858.49,5973.0,19,1,35598.45,33,12,0.133,1
52,21630.97,24469.28,1,0,11431.5,6,3,1.131,0
37,28433.7,1028.48,5,1,31170.65,27,3,0.036,0
37,56549.47,27220.65,25,3,41726.27,9,5,0.481,0
34,85271.96,18208.77,17,0,34579.33,3,3,0.214,1
29,42732.78,13354.39,27,1,21269.24,2,6,0.313,1
60,42144.85,22633.34,28,1,16018.65,24,2,0.537,0
22,89030.42,20113.27,22,0,1656.9,22,8,0.226,1
45,32834.85,28303.82,18,0,23726.48,26,13,0.862,0
59,21775.14,28210.62,8,1,6617.39,13,11,1.296,0
29,38429.69,18522.9,26,0,10482.38,31,12,0.482,1
42,41744.31,6282.29,20,2,5711.05,22,11,0.15,1
63,20050.94,9584.91,23,0,14475.29,2,9,0.478,1
24,52439.17,14283.53,26,3,19664.37,34,13,0.272,1
46,73968.93,25817.22,5,1,23283.37,12,7,0.349,0
49,29280.9,10436.14,13,0,12793.92,33,14,0.356,1
54,56751.56,11270.59,27,3,32831.4,23,3,0.199,1
43,62918.71,33483.51,25,0,17501.54,0,11,0.532,1
57,53332.31,13957.01,23,3,10547.33,11,14,0.262,0
31,58713.85,8652.68,28,0,22715.51,7,10,0.147,1
26,58946.55,22766.46,12,1,43562.63,18,4,0.386,0
38,38745.44,14438.66,10,3,24021.93,8,12,0.373,0
41,84971.65,1104.01,11,1,15645.73,27,10,0.013,1
62,79955.14,25409.14,18,1,1670.46,13,2,0.318,1
56,78798.23,7529.61,18,1,17367.05,26,9,0.096,1
61,75273.51,15435.86,20,1,22819.14,17,14,0.205,1
58,23500.41,14318.61,26,0,15349.03,5,5,0.609,0
54,73521.25,17301.01,25,1,1000.0,32,12,0.235,1
37,68112.03,0.0,18,2,9793.22,24,2,0.0,1
57,24269.53,11649.01,23,1,37454.46,12,10,0.48,0
45,50701.79,26248.37,25,0,37208.01,22,6,0.518,0
58,60535.87,27654.46,12,2,9360.33,32,7,0.457,1
32,88286.34,5087.1,27,1,28073.08,20,13,0.058,1
43,69494.48,24205.98,13,1,5857.13,33,2,0.348,1
62,37708.69,7385.7,23,3,36851.8,16,1,0.196,1
42,88907.77,11254.68,17,1,22942.83,9,13,0.127,1
41,55875.6,11780.16,11,1,31395.7,22,7,0.211,1
47,49883.18,16088.04,3,1,1000.0,1,1,0.323,0
51,48457.64,25013.66,9,1,28131.65,34,3,0.516,0
26,22528.9,17645.85,28,1,19907.91,13,4,0.783,0
47,52804.61,13738.68,16,2,30223.15,1,2,0.26,0
60,64949.71,24673.11,3,1,30978.41,18,7,0.38,0
54,47292.33,6973.39,11,1,20789.42,15,5,0.147,1
32,63409.05,14227.83,12,2,12790.04,24,1,0.224,1
27,37712.18,24957.81,28,0,29356.35,0,12,0.662,0
30,52181.44,20293.06,26,0,19278.15,1,12,0.389,1
37,61330.81,10336.96,28,1,9526.58,26,8,0.169,1
46,58793.22,0.0,3,1,8958.17,1,10,0.0,1
41,22890.7,18108.58,9,1,2274.03,29,7,0.791,0
48,46219.88,0.0,24,1,13876.51,9,4,0.0,1
22,88549.26,12874.99,2,3,33232.3,18,2,0.145,0
63,45151.08,26789.48,14,0,22133.96,15,7,0.593,0
21,55316.15,20967.59,1,3,13642.79,12,11,0.379,0
56,53264.88,0.0,24,1,29658.27,7,2,0.0,1
46,86364.8,17004.52,24,2,10010.28,30,6,0.197,1
49,80807.36,11808.3,16,1,21144.2,24,1,0.146,1
41,71150.62,2262.83,5,1,17844.44,20,14,0.032,1
31,35535.15,18350.21,25,1,29349.57,28,7,0.516,0
60,62183.66,10082.62,7,2,1073.26,5,7,0.162,1
31,66358.83,10144.66,2,0,9797.63,17,12,0.153,1
56,41027.9,16240.45,26,1,1000.0,34,4,0.396,1
59,37589.66,8741.15,24,1,16884.84,26,4,0.233,1
60,89100.28,15957.36,17,1,34537.13,4,10,0.179,1
55,48983.93,9066.75,21,0,13934.63,6,5,0.185,1
54,87299.54,9615.39,0,0,13871.79,9,2,0.11,1
44,74941.88,24929.3,28,1,30460.69,9,9,0.333,1
42,63157.54,25946.72,15,3,32822.59,27,10,0.411,0
25,64050.63,0.0,6,0,18937.15,9,4,0.0,1
53,26991.61,22470.73,2,1,28216.58,34,11,0.833,0
56,59135.5,28985.91,22,1,7076.55,34,9,0.49,1
40,83340.41,30573.77,3,1,36535.69,19,14,0.367,0
39,68626.79,20203.8,8,1,45784.48,12,3,0.294,0
55,58086.73,4426.02,4,1,26254.59,10,9,0.076,1
63,89238.74,21299.81,18,2,1000.0,18,1,0.239,1
37,51299.19,6307.48,14,2,13301.24,27,7,0.123,1
63,42608.89,11570.35,7,1,27353.9,3,4,0.272,0
54,58076.64,18830.82,5,1,14942.2,18,7,0.324,1
29,70329.35,6952.41,17,2,35266.38,13,14,0.099,1
46,20644.12,3536.0,18,1,27057.89,30,10,0.171,1
22,60697.37,19657.73,23,0,11522.29,27,6,0.324,1
29,71206.9,33672.24,14,5,20387.18,18,4,0.473,0
29,49607.17,27432.34,25,2,9274.0,0,4,0.553,0
60,77139.3,22071.86,6,2,17808.98,22,8,0.286,1
37,67823.73,24791.85,9,2,13344.88,27,7,0.366,0
21,97827.66,21377.19,5,2,34097.14,3,4,0.219,1
45,39987.94,19499.0,13,3,45392.14,17,11,0.488,0
63,71614.2,23986.18,16,1,2825.74,24,6,0.335,1
60,34653.52,1316.37,8,2,1000.0,17,6,0.038,1
62,22692.67,16994.85,18,0,17057.93,5,1,0.749,0
45,15000.0,14190.52,29,5,1779.01,18,13,0.946,0
59,65766.48,15789.03,4,1,20554.54,11,2,0.24,1
55,58684.96,10386.28,22,2,28987.23,24,4,0.177,1
23,45418.98,20204.88,6,1,37929.7,34,6,0.445,0
57,19529.91,6820.72,18,0,22416.73,0,6,0.349,0
64,41192.27,9661.45,19,0,17682.14,4,1,0.235,1
64,55081.86,8461.2,25,0,1000.0,0,8,0.154,1
50,70863.39,23639.47,6,0,20314.22,7,2,0.334,1
58,54669.28,14882.76,23,1,20855.45,17,13,0.272,1
54,60041.21,10391.68,1,0,27667.48,8,5,0.173,1
32,47477.35,11265.7,24,2,11498.14,4,4,0.237,1
39,89984.48,15038.81,22,2,14779.37,3,5,0.167,1
57,34635.01,31221.75,15,0,2263.97,28,5,0.901,0
64,41015.24,2634.8,12,3,1000.0,0,10,0.064,1
37,45152.84,21755.1,7,1,6698.03,29,8,0.482,0
30,65854.09,19718.62,5,0,1156.09,0,10,0.299,0
32,34222.8,6170.35,5,1,24040.55,2,7,0.18,0
36,57714.37,29668.73,8,1,13782.39,21,12,0.514,1
44,58298.2,20392.8,3,1,13541.15,7,14,0.35,0
39,41112.84,9922.67,26,1,8187.04,17,9,0.241,1
28,61599.59,0.0,10,1,1000.0,24,12,0.0,1
51,34843.72,17291.47,4,0,38099.73,19,11,0.496,0
41,32658.52,14552.54,24,2,7996.75,30,13,0.446,1
37,56992.12,4692.87,16,1,15050.96,29,1,0.082,1
43,21804.89,4563.86,19,1,2541.29,15,6,0.209,1
